Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,2,2,2,0,8,6
0,2,2,4,0,10,6
0,2,2,4,0,12,8
0,2,4,6,0,14,8
0,3,4,5,0,8,8
0,4,4,6,0,16,10
0,4,6,6,0,18,10
0,4,6,8,0,20,10
0,4,8,6,0,10,8
0,4,8,8,0,22,10
0,4,10,8,0,22,10
0,4,10,8,0,24,10
0,4,10,6,0,10,8
4,12,8,0,0,0,31
0,4,12,8,0,24,10
0,4,12,8,0,26,10
0,4,12,8,0,28,10
0,4,10,8,0,16,10
0,4,6,6,0,10,6
4,3,2,0,0,0,50m ultra
