Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
3,5,3,5,0,3,9
3,5,3,6,0,3,9
3,6,3,4,0,0,13
3,6,3,5,0,3,10
3,6,3,6,0,3,10
3,6,3,4,0,0,13
3,6,3,6,0,4,12
3,6,3,7,0,5,12
6,6,4,7,0,0,13
3,8,3,8,0,5,14
3,8,3,8,0,3,14
3,6,2,4,0,0,13
