Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,4,6,4,0,14,6
0,4,6,4,0,16,8
0,4,4,4,0,8,4
0,4,8,4,0,18,9
0,4,8,4,0,20,10
0,4,4,4,0,10,5
0,4,8,4,0,22,10
0,4,8,4,0,22,10
0,4,6,4,0,10,6
0,4,10,4,0,24,10
0,4,10,4,0,24,10
0,4,8,4,0,10,8
0,4,12,4,0,26,12
0,4,12,4,0,26,12
0,4,8,4,0,10,8
0,4,12,4,0,28,12
0,4,12,4,0,28,12
0,4,8,4,0,10,8
0,4,0,6,0,10,0
4,3,2,0,0,62,0
