Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,5,4,5,4,0,7
0,5,4,5,4,0,8
0,5,5,6,4,0,9
0,5,5,6,5,0,10
0,6,5,6,5,0,10
0,6,5,7,5,0,10
0,6,5,7,5,0,12
0,6,4,8,5,0,8
0,5,4,4,0,2,3
